brand,logo_url,brand_id,category
FILA FUSION,"https://cdn-img.thepoizon.ru/pro-img/cut-img/20230707/dcf10cdfb4fe412eae9f10c848b0e71e.jpg?x-oss-process=image/format,webp/resize,w_63,h_63",dcf10cdfb4fe412eae9f10c848b0e71e,clothes
GAP,"https://cdn-img.thepoizon.ru/pro-img/cut-img/20230707/1e2ebce94bd74c8780de775461d4e93c.png?x-oss-process=image/format,webp/resize,w_63,h_63",1e2ebce94bd74c8780de775461d4e93c,clothes
Givenchy,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte23368byte_51dcde3cd1f5ef90c5734249bcd17af0_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte23368byte_51dcde3cd1f5ef90c5734249bcd17af0,clothes
GOOD BAI,"https://cdn-img.thepoizon.ru/pro-img/cut-img/20230707/856e66407cfb493b96a078b4ac2e3738.jpg?x-oss-process=image/format,webp/resize,w_63,h_63",856e66407cfb493b96a078b4ac2e3738,clothes
GUCCI,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte25670byte_c9ca8b5347750651bebbf84dd7d12d01_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte25670byte_c9ca8b5347750651bebbf84dd7d12d01,clothes
HERMES,"https://cdn-img.thepoizon.ru/c3f02eddbe5943b3911c19633739c281.png?x-oss-process=image/format,webp/resize,w_63,h_63",c3f02eddbe5943b3911c19633739c281,clothes
HERON PRESTON,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte21445byte_263c6af2c24fe8eb020f2fad8956aae6_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte21445byte_263c6af2c24fe8eb020f2fad8956aae6,clothes
HUGO BOSS,"https://cdn-img.thepoizon.ru/source-img/brand-img//4905ec7d61514d8ca2aadcb2718c8393-10446.png?x-oss-process=image/format,webp/resize,w_63,h_63",4905ec7d61514d8ca2aadcb2718c8393-10446,clothes
HUMAN MADE,"https://cdn-img.thepoizon.ru/source-img/brand-img//3d588e9f041049dabdb16d52c4b2ad67-10219.png?x-oss-process=image/format,webp/resize,w_63,h_63",3d588e9f041049dabdb16d52c4b2ad67-10219,clothes
ISSEY MIYAKE,"https://cdn-img.thepoizon.ru/source-img/brand-img//0e891d6231d8411582c12f5e5c5dcf0f-10349.jpg?x-oss-process=image/format,webp/resize,w_63,h_63",0e891d6231d8411582c12f5e5c5dcf0f-10349,clothes
