brand,logo_url,brand_id,category
Nike,"https://cdn-img.thepoizon.ru/node-common/48cb1b2c-e34b-eeb0-efcb-26ee1f63c905-150-150.png?x-oss-process=image/format,webp/resize,w_63,h_63",48cb1b2c-e34b-eeb0-efcb-26ee1f63c905-150-150,sneakers
NORDA,"https://cdn-img.thepoizon.ru/pro-img/cut-img/20230406/5f33797c274a45d8b1bb514419e6b38d.png?x-oss-process=image/format,webp/resize,w_63,h_63",5f33797c274a45d8b1bb514419e6b38d,sneakers
Oakley,"https://cdn-img.thepoizon.ru/0736f72df70b49d0a8a82703a1701e82.png?x-oss-process=image/format,webp/resize,w_63,h_63",0736f72df70b49d0a8a82703a1701e82,sneakers
OFF-WHITE,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte2408byte_4d329f274512ddb136989432292cdd3f_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte2408byte_4d329f274512ddb136989432292cdd3f,sneakers
OLD ORDER,"https://cdn-img.thepoizon.ru/node-common/ca91c7d304e8ea41ddacc139cff63aff.jpg?x-oss-process=image/format,webp/resize,w_63,h_63",ca91c7d304e8ea41ddacc139cff63aff,sneakers
On,"https://cdn-img.thepoizon.ru/pro-img/cut-img/20230615/445b93463504448f8d0f0313ec2eaa01.?x-oss-process=image/format,webp/resize,w_63,h_63",445b93463504448f8d0f0313ec2eaa01,sneakers
Onitsuka Tiger,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte27415byte_63662423bde0d02cb8576ff47afb270d_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte27415byte_63662423bde0d02cb8576ff47afb270d,sneakers
OUR LEGACY,"https://cdn-img.thepoizon.ru/pro-img/cut-img/20230707/4d42e93328a440a7abbd3c442a063254.png?x-oss-process=image/format,webp/resize,w_63,h_63",4d42e93328a440a7abbd3c442a063254,sneakers
Palladium,"https://cdn-img.thepoizon.ru/source-img/brand-img//50f0fb4790d048d1b9e8e6a64f390eba-1000637.png?x-oss-process=image/format,webp/resize,w_63,h_63",50f0fb4790d048d1b9e8e6a64f390eba-1000637,sneakers
PRADA,"https://cdn-img.thepoizon.ru/6ff72ed639ef4dfda5299ee0bc8ba9e2.png?x-oss-process=image/format,webp/resize,w_63,h_63",6ff72ed639ef4dfda5299ee0bc8ba9e2,sneakers
PUMA,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte26564byte_a768870ae48f1a216dd756c2206c34b1_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte26564byte_a768870ae48f1a216dd756c2206c34b1,sneakers
Red Wing,"https://cdn-img.thepoizon.ru/source-img/brand-img//8197a88c848c47399236b9864f057416-10334.png?x-oss-process=image/format,webp/resize,w_63,h_63",8197a88c848c47399236b9864f057416-10334,sneakers
Reebok,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte8192byte_cda902674ee7d4d4c51d32b834a76e7b_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte8192byte_cda902674ee7d4d4c51d32b834a76e7b,sneakers
REPRESENT,"https://cdn-img.thepoizon.ru/source-img/brand-img//311ac38991cc400d8813e7f821dd2ca2-10476.png?x-oss-process=image/format,webp/resize,w_63,h_63",311ac38991cc400d8813e7f821dd2ca2-10476,sneakers
RICK OWENS,"https://cdn-img.thepoizon.ru/pro-img/cut-img/20230210/5eb96985fb514afcae737086e3b96a95.png?x-oss-process=image/format,webp/resize,w_63,h_63",5eb96985fb514afcae737086e3b96a95,sneakers
Rick Owens DRKSHDW,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte3302byte_8e97b8b6603de75ef9c929ae9f3aa3fa_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte3302byte_8e97b8b6603de75ef9c929ae9f3aa3fa,sneakers
ROA,"https://cdn-img.thepoizon.ru/6c8973bb43a34db7ae3244fb10165d94.png?x-oss-process=image/format,webp/resize,w_63,h_63",6c8973bb43a34db7ae3244fb10165d94,sneakers
Roger Vivier,"https://cdn-img.thepoizon.ru/pro-img/cut-img/20230406/912c7fd3fac346d09494cdd3256a328a.png?x-oss-process=image/format,webp/resize,w_63,h_63",912c7fd3fac346d09494cdd3256a328a,sneakers
SAINT LAURENT,"https://cdn-img.thepoizon.ru/source-img/brand-img//2d3970ab7ded4df0ae4ffe2d791c4a36-10190.png?x-oss-process=image/format,webp/resize,w_63,h_63",2d3970ab7ded4df0ae4ffe2d791c4a36-10190,sneakers
SALOMON,"https://cdn-img.thepoizon.ru/source-img/brand-img//8269b24998fc4c0a944ad6d4db30ae67-1000079.png?x-oss-process=image/format,webp/resize,w_63,h_63",8269b24998fc4c0a944ad6d4db30ae67-1000079,sneakers
Saucony,"https://cdn-img.thepoizon.ru/source-img/brand-img//079f5dc3bee64794a0eb9051ccfa1a05-10480.png?x-oss-process=image/format,webp/resize,w_63,h_63",079f5dc3bee64794a0eb9051ccfa1a05-10480,sneakers
Skechers,"https://cdn-img.thepoizon.ru/source-img/brand-img//e0410687994c4f28aac0a3f1ad186d1e-10336.png?x-oss-process=image/format,webp/resize,w_63,h_63",e0410687994c4f28aac0a3f1ad186d1e-10336,sneakers
SMILEREPUBLIC,"https://cdn-img.thepoizon.ru/pro-img/cut-img/20230406/cf09a89880564a4dacb6931579e86929.png?x-oss-process=image/format,webp/resize,w_63,h_63",cf09a89880564a4dacb6931579e86929,sneakers
Starwalk Soldier,"https://cdn-img.thepoizon.ru/pro-img/cut-img/20230406/19fd438a2ed94629ba74ee042afabbf5.jpg?x-oss-process=image/format,webp/resize,w_63,h_63",19fd438a2ed94629ba74ee042afabbf5,sneakers
Stuart Weitzman,"https://cdn-img.thepoizon.ru/pro-img/cut-img/20230406/f1db88566f174270af83f10aee0adac5.jpg?x-oss-process=image/format,webp/resize,w_63,h_63",f1db88566f174270af83f10aee0adac5,sneakers
THE NORTH FACE,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte31268byte_e05935a55a37e7901640f7d09548499d_w151h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte31268byte_e05935a55a37e7901640f7d09548499d,sneakers
Timberland,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte25895byte_88b2058d896df08f73cd94a47d2310f2_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte25895byte_88b2058d896df08f73cd94a47d2310f2,sneakers
TOD'S,"https://cdn-img.thepoizon.ru/pro-img/cut-img/20230406/a76e75bfed9148b7a2c33a26736e029b.png?x-oss-process=image/format,webp/resize,w_63,h_63",a76e75bfed9148b7a2c33a26736e029b,sneakers
UGG,"https://cdn-img.thepoizon.ru/source-img/brand-img//ae3579ba90214a0f9780bb3058dcb449-10214.png?x-oss-process=image/format,webp/resize,w_63,h_63",ae3579ba90214a0f9780bb3058dcb449-10214,sneakers
Under Armour,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte21646byte_0bd049d8c27c8509f3166d68a388dfe9_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte21646byte_0bd049d8c27c8509f3166d68a388dfe9,sneakers
Valentino,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte6539byte_e4149003f97f80144faad2b7072c156c_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte6539byte_e4149003f97f80144faad2b7072c156c,sneakers
Vandy The Pink,"https://cdn-img.thepoizon.ru/aa942c98930e4a0f9b2328ff3241935e.jpg?x-oss-process=image/format,webp/resize,w_63,h_63",aa942c98930e4a0f9b2328ff3241935e,sneakers
Vans,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte9507byte_49aaeb534cecab574949cf34b43da3a5_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte9507byte_49aaeb534cecab574949cf34b43da3a5,sneakers
VEJA,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte27380byte_01358f743e3668ee4f860cc03c6cee71_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte27380byte_01358f743e3668ee4f860cc03c6cee71,sneakers
VERSACE,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte17169byte_7a363914e3e65ddcab341f2088451861_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte17169byte_7a363914e3e65ddcab341f2088451861,sneakers
Victor,"https://cdn-img.thepoizon.ru/pro-img/cut-img/20230609/a0f8beccce0b4982a38142218557808a.jpg?x-oss-process=image/format,webp/resize,w_63,h_63",a0f8beccce0b4982a38142218557808a,sneakers
XVESSEL,"https://cdn-img.thepoizon.ru/source-img/brand-img//0a25461405c34877bd4b23da379ed822-10293.png?x-oss-process=image/format,webp/resize,w_63,h_63",0a25461405c34877bd4b23da379ed822-10293,sneakers
Y-3,"https://cdn-identify-operate.thepoizon.ru/du_app/2019/image/news_byte29394byte_2f32b853acb651e2831f8797fe29fbfa_w150h150.png?x-oss-process=image/format,webp/resize,w_63,h_63",news_byte29394byte_2f32b853acb651e2831f8797fe29fbfa,sneakers
YONEX,"https://cdn-img.thepoizon.ru/pro-img/cut-img/20230706/410bf4e689814d5e8d7939691d7faf79.png?x-oss-process=image/format,webp/resize,w_63,h_63",410bf4e689814d5e8d7939691d7faf79,sneakers
361°,"https://cdn-img.thepoizon.ru/source-img/brand-img//10fd4ad2a9874590b30c56721c1e0891-10242.png?x-oss-process=image/format,webp/resize,w_63,h_63",10fd4ad2a9874590b30c56721c1e0891-10242,sneakers
